,day,dayofweek,hourofday,month,year,Customer,Subscriber,US_holiday,NY_holiday,NY_workday,US_workday
0,1,0,0,7,2013,90.0,139.0,0,0,1,1
1,1,0,1,7,2013,35.0,71.0,0,0,1,1
2,1,0,2,7,2013,34.0,40.0,0,0,1,1
3,1,0,3,7,2013,21.0,20.0,0,0,1,1
4,1,0,4,7,2013,14.0,23.0,0,0,1,1
5,1,0,5,7,2013,21.0,107.0,0,0,1,1
6,1,0,6,7,2013,38.0,404.0,0,0,1,1
7,1,0,7,7,2013,57.0,818.0,0,0,1,1
8,1,0,8,7,2013,191.0,1547.0,0,0,1,1
9,1,0,9,7,2013,148.0,807.0,0,0,1,1
10,1,0,10,7,2013,41.0,217.0,0,0,1,1
11,1,0,11,7,2013,43.0,139.0,0,0,1,1
12,1,0,12,7,2013,85.0,353.0,0,0,1,1
13,1,0,13,7,2013,115.0,399.0,0,0,1,1
14,1,0,14,7,2013,107.0,349.0,0,0,1,1
15,1,0,15,7,2013,134.0,452.0,0,0,1,1
16,1,0,16,7,2013,167.0,718.0,0,0,1,1
17,1,0,17,7,2013,228.0,1522.0,0,0,1,1
18,1,0,18,7,2013,254.0,1735.0,0,0,1,1
19,1,0,19,7,2013,275.0,1454.0,0,0,1,1
20,1,0,20,7,2013,209.0,1066.0,0,0,1,1
21,1,0,21,7,2013,169.0,701.0,0,0,1,1
22,1,0,22,7,2013,148.0,524.0,0,0,1,1
23,1,0,23,7,2013,110.0,311.0,0,0,1,1
24,2,1,0,7,2013,67.0,162.0,0,0,1,1
25,2,1,1,7,2013,44.0,56.0,0,0,1,1
26,2,1,2,7,2013,29.0,28.0,0,0,1,1
27,2,1,3,7,2013,32.0,17.0,0,0,1,1
28,2,1,4,7,2013,13.0,17.0,0,0,1,1
29,2,1,5,7,2013,16.0,76.0,0,0,1,1
30,2,1,6,7,2013,28.0,462.0,0,0,1,1
31,2,1,7,7,2013,97.0,1030.0,0,0,1,1
32,2,1,8,7,2013,181.0,1782.0,0,0,1,1
33,2,1,9,7,2013,161.0,1255.0,0,0,1,1
34,2,1,10,7,2013,179.0,702.0,0,0,1,1
35,2,1,11,7,2013,220.0,633.0,0,0,1,1
36,2,1,12,7,2013,221.0,764.0,0,0,1,1
37,2,1,13,7,2013,201.0,632.0,0,0,1,1
38,2,1,14,7,2013,298.0,808.0,0,0,1,1
39,2,1,15,7,2013,268.0,845.0,0,0,1,1
40,2,1,16,7,2013,392.0,1204.0,0,0,1,1
41,2,1,17,7,2013,442.0,2273.0,0,0,1,1
42,2,1,18,7,2013,449.0,2458.0,0,0,1,1
43,2,1,19,7,2013,328.0,1765.0,0,0,1,1
44,2,1,20,7,2013,105.0,457.0,0,0,1,1
45,2,1,21,7,2013,109.0,517.0,0,0,1,1
46,2,1,22,7,2013,82.0,415.0,0,0,1,1
47,2,1,23,7,2013,108.0,317.0,0,0,1,1
48,3,2,0,7,2013,90.0,147.0,0,0,1,1
49,3,2,1,7,2013,44.0,77.0,0,0,1,1
50,3,2,2,7,2013,23.0,50.0,0,0,1,1
51,3,2,3,7,2013,21.0,32.0,0,0,1,1
52,3,2,4,7,2013,13.0,15.0,0,0,1,1
53,3,2,5,7,2013,13.0,96.0,0,0,1,1
54,3,2,6,7,2013,47.0,454.0,0,0,1,1
55,3,2,7,7,2013,89.0,906.0,0,0,1,1
56,3,2,8,7,2013,169.0,1857.0,0,0,1,1
57,3,2,9,7,2013,218.0,1387.0,0,0,1,1
58,3,2,10,7,2013,213.0,720.0,0,0,1,1
59,3,2,11,7,2013,280.0,728.0,0,0,1,1
60,3,2,12,7,2013,330.0,1034.0,0,0,1,1
61,3,2,13,7,2013,373.0,1216.0,0,0,1,1
62,3,2,14,7,2013,126.0,478.0,0,0,1,1
63,3,2,15,7,2013,280.0,1102.0,0,0,1,1
64,3,2,16,7,2013,351.0,1518.0,0,0,1,1
65,3,2,17,7,2013,419.0,1833.0,0,0,1,1
66,3,2,18,7,2013,291.0,1316.0,0,0,1,1
67,3,2,19,7,2013,161.0,652.0,0,0,1,1
68,3,2,20,7,2013,185.0,722.0,0,0,1,1
69,3,2,21,7,2013,165.0,571.0,0,0,1,1
70,3,2,22,7,2013,112.0,467.0,0,0,1,1
71,3,2,23,7,2013,139.0,334.0,0,0,1,1
72,4,3,0,7,2013,88.0,223.0,1,1,0,0
73,4,3,1,7,2013,68.0,152.0,1,1,0,0
74,4,3,2,7,2013,54.0,89.0,1,1,0,0
75,4,3,3,7,2013,40.0,54.0,1,1,0,0
76,4,3,4,7,2013,40.0,44.0,1,1,0,0
77,4,3,5,7,2013,15.0,30.0,1,1,0,0
78,4,3,6,7,2013,31.0,79.0,1,1,0,0
79,4,3,7,7,2013,42.0,151.0,1,1,0,0
80,4,3,8,7,2013,88.0,281.0,1,1,0,0
81,4,3,9,7,2013,156.0,472.0,1,1,0,0
82,4,3,10,7,2013,319.0,646.0,1,1,0,0
83,4,3,11,7,2013,496.0,759.0,1,1,0,0
84,4,3,12,7,2013,738.0,855.0,1,1,0,0
85,4,3,13,7,2013,841.0,880.0,1,1,0,0
86,4,3,14,7,2013,958.0,911.0,1,1,0,0
87,4,3,15,7,2013,1011.0,863.0,1,1,0,0
88,4,3,16,7,2013,989.0,929.0,1,1,0,0
89,4,3,17,7,2013,1020.0,827.0,1,1,0,0
90,4,3,18,7,2013,898.0,755.0,1,1,0,0
91,4,3,19,7,2013,779.0,628.0,1,1,0,0
92,4,3,20,7,2013,736.0,526.0,1,1,0,0
93,4,3,21,7,2013,383.0,374.0,1,1,0,0
94,4,3,22,7,2013,651.0,609.0,1,1,0,0
95,4,3,23,7,2013,332.0,416.0,1,1,0,0
96,5,4,0,7,2013,184.0,237.0,0,0,1,1
97,5,4,1,7,2013,118.0,110.0,0,0,1,1
98,5,4,2,7,2013,65.0,86.0,0,0,1,1
99,5,4,3,7,2013,46.0,37.0,0,0,1,1
100,5,4,4,7,2013,27.0,23.0,0,0,1,1
101,5,4,5,7,2013,15.0,37.0,0,0,1,1
102,5,4,6,7,2013,24.0,202.0,0,0,1,1
103,5,4,7,7,2013,62.0,443.0,0,0,1,1
104,5,4,8,7,2013,137.0,803.0,0,0,1,1
105,5,4,9,7,2013,231.0,721.0,0,0,1,1
106,5,4,10,7,2013,349.0,488.0,0,0,1,1
107,5,4,11,7,2013,449.0,636.0,0,0,1,1
108,5,4,12,7,2013,597.0,810.0,0,0,1,1
109,5,4,13,7,2013,660.0,868.0,0,0,1,1
110,5,4,14,7,2013,659.0,948.0,0,0,1,1
111,5,4,15,7,2013,671.0,953.0,0,0,1,1
112,5,4,16,7,2013,645.0,976.0,0,0,1,1
113,5,4,17,7,2013,632.0,1141.0,0,0,1,1
114,5,4,18,7,2013,609.0,1076.0,0,0,1,1
115,5,4,19,7,2013,530.0,956.0,0,0,1,1
116,5,4,20,7,2013,499.0,723.0,0,0,1,1
117,5,4,21,7,2013,405.0,553.0,0,0,1,1
118,5,4,22,7,2013,298.0,460.0,0,0,1,1
119,5,4,23,7,2013,263.0,380.0,0,0,1,1
120,6,5,0,7,2013,165.0,258.0,0,0,0,0
121,6,5,1,7,2013,109.0,138.0,0,0,0,0
122,6,5,2,7,2013,92.0,111.0,0,0,0,0
123,6,5,3,7,2013,50.0,72.0,0,0,0,0
124,6,5,4,7,2013,55.0,34.0,0,0,0,0
125,6,5,5,7,2013,21.0,40.0,0,0,0,0
126,6,5,6,7,2013,29.0,74.0,0,0,0,0
127,6,5,7,7,2013,65.0,184.0,0,0,0,0
128,6,5,8,7,2013,143.0,317.0,0,0,0,0
129,6,5,9,7,2013,268.0,502.0,0,0,0,0
130,6,5,10,7,2013,382.0,680.0,0,0,0,0
131,6,5,11,7,2013,511.0,724.0,0,0,0,0
132,6,5,12,7,2013,668.0,733.0,0,0,0,0
133,6,5,13,7,2013,613.0,791.0,0,0,0,0
134,6,5,14,7,2013,806.0,796.0,0,0,0,0
135,6,5,15,7,2013,808.0,799.0,0,0,0,0
136,6,5,16,7,2013,781.0,810.0,0,0,0,0
137,6,5,17,7,2013,711.0,893.0,0,0,0,0
138,6,5,18,7,2013,744.0,860.0,0,0,0,0
139,6,5,19,7,2013,635.0,751.0,0,0,0,0
140,6,5,20,7,2013,532.0,696.0,0,0,0,0
141,6,5,21,7,2013,306.0,520.0,0,0,0,0
142,6,5,22,7,2013,268.0,413.0,0,0,0,0
143,6,5,23,7,2013,202.0,307.0,0,0,0,0
144,7,6,0,7,2013,164.0,238.0,0,0,0,0
145,7,6,1,7,2013,112.0,169.0,0,0,0,0
146,7,6,2,7,2013,91.0,121.0,0,0,0,0
147,7,6,3,7,2013,63.0,58.0,0,0,0,0
148,7,6,4,7,2013,54.0,34.0,0,0,0,0
149,7,6,5,7,2013,17.0,43.0,0,0,0,0
150,7,6,6,7,2013,26.0,61.0,0,0,0,0
151,7,6,7,7,2013,54.0,138.0,0,0,0,0
152,7,6,8,7,2013,135.0,251.0,0,0,0,0
153,7,6,9,7,2013,246.0,447.0,0,0,0,0
154,7,6,10,7,2013,304.0,550.0,0,0,0,0
155,7,6,11,7,2013,421.0,752.0,0,0,0,0
156,7,6,12,7,2013,536.0,845.0,0,0,0,0
157,7,6,13,7,2013,604.0,915.0,0,0,0,0
158,7,6,14,7,2013,668.0,941.0,0,0,0,0
159,7,6,15,7,2013,672.0,940.0,0,0,0,0
160,7,6,16,7,2013,688.0,949.0,0,0,0,0
161,7,6,17,7,2013,576.0,1009.0,0,0,0,0
162,7,6,18,7,2013,640.0,1031.0,0,0,0,0
163,7,6,19,7,2013,612.0,946.0,0,0,0,0
164,7,6,20,7,2013,493.0,838.0,0,0,0,0
165,7,6,21,7,2013,319.0,630.0,0,0,0,0
166,7,6,22,7,2013,217.0,445.0,0,0,0,0
167,7,6,23,7,2013,155.0,259.0,0,0,0,0
168,8,0,0,7,2013,71.0,132.0,0,0,1,1
169,8,0,1,7,2013,48.0,71.0,0,0,1,1
170,8,0,2,7,2013,29.0,39.0,0,0,1,1
171,8,0,3,7,2013,21.0,14.0,0,0,1,1
172,8,0,4,7,2013,24.0,33.0,0,0,1,1
173,8,0,5,7,2013,12.0,143.0,0,0,1,1
174,8,0,6,7,2013,33.0,467.0,0,0,1,1
175,8,0,7,7,2013,80.0,1001.0,0,0,1,1
176,8,0,8,7,2013,158.0,1738.0,0,0,1,1
177,8,0,9,7,2013,156.0,1290.0,0,0,1,1
178,8,0,10,7,2013,188.0,610.0,0,0,1,1
179,8,0,11,7,2013,230.0,538.0,0,0,1,1
180,8,0,12,7,2013,288.0,836.0,0,0,1,1
181,8,0,13,7,2013,242.0,916.0,0,0,1,1
182,8,0,14,7,2013,300.0,828.0,0,0,1,1
183,8,0,15,7,2013,317.0,857.0,0,0,1,1
184,8,0,16,7,2013,322.0,1172.0,0,0,1,1
185,8,0,17,7,2013,379.0,1850.0,0,0,1,1
186,8,0,18,7,2013,229.0,815.0,0,0,1,1
187,8,0,19,7,2013,199.0,982.0,0,0,1,1
188,8,0,20,7,2013,295.0,1371.0,0,0,1,1
189,8,0,21,7,2013,253.0,906.0,0,0,1,1
190,8,0,22,7,2013,146.0,538.0,0,0,1,1
191,8,0,23,7,2013,98.0,350.0,0,0,1,1
192,9,1,0,7,2013,74.0,162.0,0,0,1,1
193,9,1,1,7,2013,34.0,73.0,0,0,1,1
194,9,1,2,7,2013,19.0,38.0,0,0,1,1
195,9,1,3,7,2013,8.0,24.0,0,0,1,1
196,9,1,4,7,2013,6.0,26.0,0,0,1,1
197,9,1,5,7,2013,14.0,147.0,0,0,1,1
198,9,1,6,7,2013,48.0,608.0,0,0,1,1
199,9,1,7,7,2013,89.0,1179.0,0,0,1,1
200,9,1,8,7,2013,177.0,2185.0,0,0,1,1
201,9,1,9,7,2013,207.0,1570.0,0,0,1,1
202,9,1,10,7,2013,157.0,770.0,0,0,1,1
203,9,1,11,7,2013,237.0,714.0,0,0,1,1
204,9,1,12,7,2013,242.0,915.0,0,0,1,1
205,9,1,13,7,2013,253.0,896.0,0,0,1,1
206,9,1,14,7,2013,255.0,827.0,0,0,1,1
207,9,1,15,7,2013,263.0,910.0,0,0,1,1
208,9,1,16,7,2013,342.0,1205.0,0,0,1,1
209,9,1,17,7,2013,426.0,2411.0,0,0,1,1
210,9,1,18,7,2013,476.0,2773.0,0,0,1,1
211,9,1,19,7,2013,336.0,2091.0,0,0,1,1
212,9,1,20,7,2013,193.0,968.0,0,0,1,1
213,9,1,21,7,2013,153.0,877.0,0,0,1,1
214,9,1,22,7,2013,168.0,604.0,0,0,1,1
215,9,1,23,7,2013,108.0,383.0,0,0,1,1
216,10,2,0,7,2013,83.0,169.0,0,0,1,1
217,10,2,1,7,2013,22.0,76.0,0,0,1,1
218,10,2,2,7,2013,11.0,31.0,0,0,1,1
219,10,2,3,7,2013,11.0,24.0,0,0,1,1
220,10,2,4,7,2013,10.0,42.0,0,0,1,1
221,10,2,5,7,2013,10.0,153.0,0,0,1,1
222,10,2,6,7,2013,51.0,588.0,0,0,1,1
223,10,2,7,7,2013,104.0,1213.0,0,0,1,1
224,10,2,8,7,2013,129.0,1656.0,0,0,1,1
225,10,2,9,7,2013,124.0,932.0,0,0,1,1
226,10,2,10,7,2013,150.0,667.0,0,0,1,1
227,10,2,11,7,2013,161.0,750.0,0,0,1,1
228,10,2,12,7,2013,251.0,934.0,0,0,1,1
229,10,2,13,7,2013,217.0,815.0,0,0,1,1
230,10,2,14,7,2013,214.0,895.0,0,0,1,1
231,10,2,15,7,2013,254.0,930.0,0,0,1,1
232,10,2,16,7,2013,283.0,1275.0,0,0,1,1
233,10,2,17,7,2013,414.0,2410.0,0,0,1,1
234,10,2,18,7,2013,325.0,2332.0,0,0,1,1
235,10,2,19,7,2013,276.0,1980.0,0,0,1,1
236,10,2,20,7,2013,293.0,1499.0,0,0,1,1
237,10,2,21,7,2013,251.0,1081.0,0,0,1,1
238,10,2,22,7,2013,228.0,763.0,0,0,1,1
239,10,2,23,7,2013,151.0,494.0,0,0,1,1
240,11,3,0,7,2013,90.0,238.0,0,0,1,1
241,11,3,1,7,2013,45.0,104.0,0,0,1,1
242,11,3,2,7,2013,33.0,40.0,0,0,1,1
243,11,3,3,7,2013,13.0,23.0,0,0,1,1
244,11,3,4,7,2013,9.0,23.0,0,0,1,1
245,11,3,5,7,2013,8.0,88.0,0,0,1,1
246,11,3,6,7,2013,30.0,475.0,0,0,1,1
247,11,3,7,7,2013,78.0,1116.0,0,0,1,1
248,11,3,8,7,2013,166.0,2084.0,0,0,1,1
249,11,3,9,7,2013,143.0,1532.0,0,0,1,1
250,11,3,10,7,2013,128.0,747.0,0,0,1,1
251,11,3,11,7,2013,169.0,788.0,0,0,1,1
252,11,3,12,7,2013,239.0,1031.0,0,0,1,1
253,11,3,13,7,2013,220.0,888.0,0,0,1,1
254,11,3,14,7,2013,224.0,850.0,0,0,1,1
255,11,3,15,7,2013,280.0,946.0,0,0,1,1
256,11,3,16,7,2013,270.0,1032.0,0,0,1,1
257,11,3,17,7,2013,284.0,1653.0,0,0,1,1
258,11,3,18,7,2013,279.0,1770.0,0,0,1,1
259,11,3,19,7,2013,268.0,1655.0,0,0,1,1
260,11,3,20,7,2013,192.0,1279.0,0,0,1,1
261,11,3,21,7,2013,174.0,1028.0,0,0,1,1
262,11,3,22,7,2013,201.0,797.0,0,0,1,1
263,11,3,23,7,2013,145.0,542.0,0,0,1,1
264,12,4,0,7,2013,92.0,322.0,0,0,1,1
265,12,4,1,7,2013,65.0,141.0,0,0,1,1
266,12,4,2,7,2013,43.0,81.0,0,0,1,1
267,12,4,3,7,2013,26.0,39.0,0,0,1,1
268,12,4,4,7,2013,19.0,24.0,0,0,1,1
269,12,4,5,7,2013,5.0,113.0,0,0,1,1
270,12,4,6,7,2013,28.0,463.0,0,0,1,1
271,12,4,7,7,2013,71.0,1080.0,0,0,1,1
272,12,4,8,7,2013,97.0,1498.0,0,0,1,1
273,12,4,9,7,2013,150.0,1541.0,0,0,1,1
274,12,4,10,7,2013,162.0,837.0,0,0,1,1
275,12,4,11,7,2013,226.0,781.0,0,0,1,1
276,12,4,12,7,2013,251.0,1092.0,0,0,1,1
277,12,4,13,7,2013,325.0,1133.0,0,0,1,1
278,12,4,14,7,2013,160.0,722.0,0,0,1,1
279,12,4,15,7,2013,199.0,869.0,0,0,1,1
280,12,4,16,7,2013,299.0,1387.0,0,0,1,1
281,12,4,17,7,2013,240.0,1590.0,0,0,1,1
282,12,4,18,7,2013,143.0,1141.0,0,0,1,1
283,12,4,19,7,2013,76.0,603.0,0,0,1,1
284,12,4,20,7,2013,30.0,218.0,0,0,1,1
285,12,4,21,7,2013,15.0,271.0,0,0,1,1
286,12,4,22,7,2013,30.0,198.0,0,0,1,1
287,12,4,23,7,2013,6.0,104.0,0,0,1,1
288,13,5,0,7,2013,12.0,133.0,0,0,0,0
289,13,5,1,7,2013,29.0,131.0,0,0,0,0
290,13,5,2,7,2013,33.0,86.0,0,0,0,0
291,13,5,3,7,2013,7.0,87.0,0,0,0,0
292,13,5,4,7,2013,17.0,36.0,0,0,0,0
293,13,5,5,7,2013,16.0,30.0,0,0,0,0
294,13,5,6,7,2013,23.0,114.0,0,0,0,0
295,13,5,7,7,2013,38.0,221.0,0,0,0,0
296,13,5,8,7,2013,67.0,423.0,0,0,0,0
297,13,5,9,7,2013,146.0,761.0,0,0,0,0
298,13,5,10,7,2013,248.0,1003.0,0,0,0,0
299,13,5,11,7,2013,427.0,1305.0,0,0,0,0
300,13,5,12,7,2013,523.0,1452.0,0,0,0,0
301,13,5,13,7,2013,716.0,1570.0,0,0,0,0
302,13,5,14,7,2013,865.0,1529.0,0,0,0,0
303,13,5,15,7,2013,754.0,1416.0,0,0,0,0
304,13,5,16,7,2013,849.0,1440.0,0,0,0,0
305,13,5,17,7,2013,681.0,1153.0,0,0,0,0
306,13,5,18,7,2013,606.0,1261.0,0,0,0,0
307,13,5,19,7,2013,550.0,1249.0,0,0,0,0
308,13,5,20,7,2013,491.0,978.0,0,0,0,0
309,13,5,21,7,2013,294.0,728.0,0,0,0,0
310,13,5,22,7,2013,271.0,611.0,0,0,0,0
311,13,5,23,7,2013,216.0,523.0,0,0,0,0
312,14,6,0,7,2013,174.0,375.0,0,0,0,0
313,14,6,1,7,2013,128.0,285.0,0,0,0,0
314,14,6,2,7,2013,127.0,150.0,0,0,0,0
315,14,6,3,7,2013,69.0,121.0,0,0,0,0
316,14,6,4,7,2013,30.0,96.0,0,0,0,0
317,14,6,5,7,2013,13.0,52.0,0,0,0,0
318,14,6,6,7,2013,29.0,80.0,0,0,0,0
319,14,6,7,7,2013,40.0,179.0,0,0,0,0
320,14,6,8,7,2013,114.0,411.0,0,0,0,0
321,14,6,9,7,2013,243.0,647.0,0,0,0,0
322,14,6,10,7,2013,381.0,914.0,0,0,0,0
323,14,6,11,7,2013,577.0,1166.0,0,0,0,0
324,14,6,12,7,2013,780.0,1325.0,0,0,0,0
325,14,6,13,7,2013,756.0,1417.0,0,0,0,0
326,14,6,14,7,2013,951.0,1471.0,0,0,0,0
327,14,6,15,7,2013,793.0,1457.0,0,0,0,0
328,14,6,16,7,2013,864.0,1586.0,0,0,0,0
329,14,6,17,7,2013,823.0,1476.0,0,0,0,0
330,14,6,18,7,2013,782.0,1579.0,0,0,0,0
331,14,6,19,7,2013,767.0,1451.0,0,0,0,0
332,14,6,20,7,2013,576.0,1266.0,0,0,0,0
333,14,6,21,7,2013,383.0,947.0,0,0,0,0
334,14,6,22,7,2013,241.0,605.0,0,0,0,0
335,14,6,23,7,2013,222.0,368.0,0,0,0,0
336,15,0,0,7,2013,89.0,189.0,0,0,1,1
337,15,0,1,7,2013,34.0,81.0,0,0,1,1
338,15,0,2,7,2013,36.0,33.0,0,0,1,1
339,15,0,3,7,2013,10.0,25.0,0,0,1,1
340,15,0,4,7,2013,8.0,26.0,0,0,1,1
341,15,0,5,7,2013,17.0,131.0,0,0,1,1
342,15,0,6,7,2013,36.0,589.0,0,0,1,1
343,15,0,7,7,2013,107.0,1274.0,0,0,1,1
344,15,0,8,7,2013,159.0,2200.0,0,0,1,1
345,15,0,9,7,2013,175.0,1600.0,0,0,1,1
346,15,0,10,7,2013,149.0,776.0,0,0,1,1
347,15,0,11,7,2013,197.0,690.0,0,0,1,1
348,15,0,12,7,2013,257.0,861.0,0,0,1,1
349,15,0,13,7,2013,268.0,938.0,0,0,1,1
350,15,0,14,7,2013,289.0,881.0,0,0,1,1
351,15,0,15,7,2013,287.0,944.0,0,0,1,1
352,15,0,16,7,2013,326.0,1282.0,0,0,1,1
353,15,0,17,7,2013,387.0,2631.0,0,0,1,1
354,15,0,18,7,2013,390.0,2750.0,0,0,1,1
355,15,0,19,7,2013,317.0,2180.0,0,0,1,1
356,15,0,20,7,2013,269.0,1506.0,0,0,1,1
357,15,0,21,7,2013,197.0,1066.0,0,0,1,1
358,15,0,22,7,2013,145.0,712.0,0,0,1,1
359,15,0,23,7,2013,139.0,416.0,0,0,1,1
360,16,1,0,7,2013,80.0,218.0,0,0,1,1
361,16,1,1,7,2013,37.0,88.0,0,0,1,1
362,16,1,2,7,2013,29.0,43.0,0,0,1,1
363,16,1,3,7,2013,23.0,23.0,0,0,1,1
364,16,1,4,7,2013,14.0,27.0,0,0,1,1
365,16,1,5,7,2013,13.0,158.0,0,0,1,1
366,16,1,6,7,2013,41.0,633.0,0,0,1,1
367,16,1,7,7,2013,79.0,1425.0,0,0,1,1
368,16,1,8,7,2013,192.0,2544.0,0,0,1,1
369,16,1,9,7,2013,159.0,1834.0,0,0,1,1
370,16,1,10,7,2013,180.0,872.0,0,0,1,1
371,16,1,11,7,2013,181.0,780.0,0,0,1,1
372,16,1,12,7,2013,208.0,1022.0,0,0,1,1
373,16,1,13,7,2013,225.0,1087.0,0,0,1,1
374,16,1,14,7,2013,249.0,954.0,0,0,1,1
375,16,1,15,7,2013,238.0,1019.0,0,0,1,1
376,16,1,16,7,2013,266.0,1380.0,0,0,1,1
377,16,1,17,7,2013,339.0,2684.0,0,0,1,1
378,16,1,18,7,2013,330.0,2844.0,0,0,1,1
379,16,1,19,7,2013,308.0,2183.0,0,0,1,1
380,16,1,20,7,2013,294.0,1626.0,0,0,1,1
381,16,1,21,7,2013,223.0,1164.0,0,0,1,1
382,16,1,22,7,2013,126.0,819.0,0,0,1,1
383,16,1,23,7,2013,126.0,455.0,0,0,1,1
384,17,2,0,7,2013,89.0,266.0,0,0,1,1
385,17,2,1,7,2013,36.0,124.0,0,0,1,1
386,17,2,2,7,2013,39.0,62.0,0,0,1,1
387,17,2,3,7,2013,12.0,32.0,0,0,1,1
388,17,2,4,7,2013,4.0,30.0,0,0,1,1
389,17,2,5,7,2013,6.0,144.0,0,0,1,1
390,17,2,6,7,2013,38.0,630.0,0,0,1,1
391,17,2,7,7,2013,84.0,1350.0,0,0,1,1
392,17,2,8,7,2013,165.0,2411.0,0,0,1,1
393,17,2,9,7,2013,162.0,1870.0,0,0,1,1
394,17,2,10,7,2013,196.0,916.0,0,0,1,1
395,17,2,11,7,2013,181.0,797.0,0,0,1,1
396,17,2,12,7,2013,269.0,1077.0,0,0,1,1
397,17,2,13,7,2013,202.0,1069.0,0,0,1,1
398,17,2,14,7,2013,238.0,983.0,0,0,1,1
399,17,2,15,7,2013,257.0,989.0,0,0,1,1
400,17,2,16,7,2013,291.0,1466.0,0,0,1,1
401,17,2,17,7,2013,335.0,2612.0,0,0,1,1
402,17,2,18,7,2013,359.0,2988.0,0,0,1,1
403,17,2,19,7,2013,323.0,2219.0,0,0,1,1
404,17,2,20,7,2013,257.0,1679.0,0,0,1,1
405,17,2,21,7,2013,227.0,1217.0,0,0,1,1
406,17,2,22,7,2013,217.0,904.0,0,0,1,1
407,17,2,23,7,2013,140.0,588.0,0,0,1,1
408,18,3,0,7,2013,76.0,266.0,0,0,1,1
409,18,3,1,7,2013,39.0,98.0,0,0,1,1
410,18,3,2,7,2013,19.0,67.0,0,0,1,1
411,18,3,3,7,2013,22.0,29.0,0,0,1,1
412,18,3,4,7,2013,6.0,27.0,0,0,1,1
413,18,3,5,7,2013,6.0,112.0,0,0,1,1
414,18,3,6,7,2013,33.0,620.0,0,0,1,1
415,18,3,7,7,2013,49.0,1321.0,0,0,1,1
416,18,3,8,7,2013,118.0,2412.0,0,0,1,1
417,18,3,9,7,2013,99.0,1828.0,0,0,1,1
418,18,3,10,7,2013,90.0,891.0,0,0,1,1
419,18,3,11,7,2013,162.0,770.0,0,0,1,1
420,18,3,12,7,2013,214.0,1014.0,0,0,1,1
421,18,3,13,7,2013,190.0,1082.0,0,0,1,1
422,18,3,14,7,2013,262.0,920.0,0,0,1,1
423,18,3,15,7,2013,278.0,1016.0,0,0,1,1
424,18,3,16,7,2013,275.0,1350.0,0,0,1,1
425,18,3,17,7,2013,321.0,2524.0,0,0,1,1
426,18,3,18,7,2013,276.0,2666.0,0,0,1,1
427,18,3,19,7,2013,322.0,2089.0,0,0,1,1
428,18,3,20,7,2013,234.0,1579.0,0,0,1,1
429,18,3,21,7,2013,202.0,1117.0,0,0,1,1
430,18,3,22,7,2013,155.0,883.0,0,0,1,1
431,18,3,23,7,2013,130.0,610.0,0,0,1,1
432,19,4,0,7,2013,104.0,309.0,0,0,1,1
433,19,4,1,7,2013,53.0,158.0,0,0,1,1
434,19,4,2,7,2013,39.0,93.0,0,0,1,1
435,19,4,3,7,2013,22.0,43.0,0,0,1,1
436,19,4,4,7,2013,17.0,35.0,0,0,1,1
437,19,4,5,7,2013,10.0,113.0,0,0,1,1
438,19,4,6,7,2013,31.0,497.0,0,0,1,1
439,19,4,7,7,2013,57.0,1123.0,0,0,1,1
440,19,4,8,7,2013,138.0,2163.0,0,0,1,1
441,19,4,9,7,2013,154.0,1624.0,0,0,1,1
442,19,4,10,7,2013,131.0,827.0,0,0,1,1
443,19,4,11,7,2013,166.0,789.0,0,0,1,1
444,19,4,12,7,2013,188.0,977.0,0,0,1,1
445,19,4,13,7,2013,241.0,1154.0,0,0,1,1
446,19,4,14,7,2013,229.0,1088.0,0,0,1,1
447,19,4,15,7,2013,283.0,1208.0,0,0,1,1
448,19,4,16,7,2013,311.0,1637.0,0,0,1,1
449,19,4,17,7,2013,307.0,2212.0,0,0,1,1
450,19,4,18,7,2013,301.0,2057.0,0,0,1,1
451,19,4,19,7,2013,262.0,1581.0,0,0,1,1
452,19,4,20,7,2013,227.0,1162.0,0,0,1,1
453,19,4,21,7,2013,188.0,783.0,0,0,1,1
454,19,4,22,7,2013,164.0,625.0,0,0,1,1
455,19,4,23,7,2013,128.0,582.0,0,0,1,1
456,20,5,0,7,2013,124.0,369.0,0,0,0,0
457,20,5,1,7,2013,80.0,255.0,0,0,0,0
458,20,5,2,7,2013,63.0,147.0,0,0,0,0
459,20,5,3,7,2013,69.0,104.0,0,0,0,0
460,20,5,4,7,2013,23.0,59.0,0,0,0,0
461,20,5,5,7,2013,14.0,38.0,0,0,0,0
462,20,5,6,7,2013,27.0,145.0,0,0,0,0
463,20,5,7,7,2013,48.0,263.0,0,0,0,0
464,20,5,8,7,2013,86.0,520.0,0,0,0,0
465,20,5,9,7,2013,177.0,770.0,0,0,0,0
466,20,5,10,7,2013,300.0,1012.0,0,0,0,0
467,20,5,11,7,2013,520.0,1197.0,0,0,0,0
468,20,5,12,7,2013,576.0,1394.0,0,0,0,0
469,20,5,13,7,2013,630.0,1315.0,0,0,0,0
470,20,5,14,7,2013,697.0,1337.0,0,0,0,0
471,20,5,15,7,2013,759.0,1377.0,0,0,0,0
472,20,5,16,7,2013,738.0,1417.0,0,0,0,0
473,20,5,17,7,2013,647.0,1311.0,0,0,0,0
474,20,5,18,7,2013,487.0,1054.0,0,0,0,0
